,value,split,value_feature
12064,116,1,53 60 53 52 65 76 191 281 150 144
12065,98,1,60 53 52 65 76 191 281 150 144 116
12066,67,1,53 52 65 76 191 281 150 144 116 98
12067,114,1,52 65 76 191 281 150 144 116 98 67
12068,106,1,65 76 191 281 150 144 116 98 67 114
12069,96,1,76 191 281 150 144 116 98 67 114 106
12070,84,1,191 281 150 144 116 98 67 114 106 96
12071,76,1,281 150 144 116 98 67 114 106 96 84
12072,70,1,150 144 116 98 67 114 106 96 84 76
12073,96,1,144 116 98 67 114 106 96 84 76 70
12074,90,1,116 98 67 114 106 96 84 76 70 96
12075,91,1,98 67 114 106 96 84 76 70 96 90
12076,58,1,67 114 106 96 84 76 70 96 90 91
12077,140,1,114 106 96 84 76 70 96 90 91 58
12078,65,1,106 96 84 76 70 96 90 91 58 140
12079,49,1,96 84 76 70 96 90 91 58 140 65
12080,58,1,84 76 70 96 90 91 58 140 65 49
12081,97,1,76 70 96 90 91 58 140 65 49 58
12082,72,1,70 96 90 91 58 140 65 49 58 97
12083,90,1,96 90 91 58 140 65 49 58 97 72
12084,60,1,90 91 58 140 65 49 58 97 72 90
12085,79,1,91 58 140 65 49 58 97 72 90 60
12086,70,1,58 140 65 49 58 97 72 90 60 79
12087,78,1,140 65 49 58 97 72 90 60 79 70
12088,61,1,65 49 58 97 72 90 60 79 70 78
12089,79,1,49 58 97 72 90 60 79 70 78 61
12090,61,1,58 97 72 90 60 79 70 78 61 79
12091,73,1,97 72 90 60 79 70 78 61 79 61
12092,89,1,72 90 60 79 70 78 61 79 61 73
12093,86,1,90 60 79 70 78 61 79 61 73 89
12094,75,1,60 79 70 78 61 79 61 73 89 86
12095,83,1,79 70 78 61 79 61 73 89 86 75
12096,70,1,70 78 61 79 61 73 89 86 75 83
12097,92,1,78 61 79 61 73 89 86 75 83 70
12098,73,1,61 79 61 73 89 86 75 83 70 92
12099,69,1,79 61 73 89 86 75 83 70 92 73
12100,83,1,61 73 89 86 75 83 70 92 73 69
12101,80,1,73 89 86 75 83 70 92 73 69 83
12102,55,1,89 86 75 83 70 92 73 69 83 80
12103,79,1,86 75 83 70 92 73 69 83 80 55
12104,69,1,75 83 70 92 73 69 83 80 55 79
12105,51,1,83 70 92 73 69 83 80 55 79 69
12106,49,1,70 92 73 69 83 80 55 79 69 51
12107,54,1,92 73 69 83 80 55 79 69 51 49
12108,66,1,73 69 83 80 55 79 69 51 49 54
12109,56,1,69 83 80 55 79 69 51 49 54 66
12110,65,1,83 80 55 79 69 51 49 54 66 56
12111,65,1,80 55 79 69 51 49 54 66 56 65
12112,55,1,55 79 69 51 49 54 66 56 65 65
12113,50,1,79 69 51 49 54 66 56 65 65 55
12114,50,1,69 51 49 54 66 56 65 65 55 50
12115,49,1,51 49 54 66 56 65 65 55 50 50
12116,53,1,49 54 66 56 65 65 55 50 50 49
12117,89,1,54 66 56 65 65 55 50 50 49 53
12118,44,1,66 56 65 65 55 50 50 49 53 89
12119,55,1,56 65 65 55 50 50 49 53 89 44
12120,61,1,65 65 55 50 50 49 53 89 44 55
12121,49,1,65 55 50 50 49 53 89 44 55 61
12122,52,1,55 50 50 49 53 89 44 55 61 49
12123,44,1,50 50 49 53 89 44 55 61 49 52
12124,54,1,50 49 53 89 44 55 61 49 52 44
12125,66,1,49 53 89 44 55 61 49 52 44 54
12126,48,1,53 89 44 55 61 49 52 44 54 66
12127,46,1,89 44 55 61 49 52 44 54 66 48
12128,53,1,44 55 61 49 52 44 54 66 48 46
12129,57,1,55 61 49 52 44 54 66 48 46 53
12130,51,1,61 49 52 44 54 66 48 46 53 57
12131,54,1,49 52 44 54 66 48 46 53 57 51
12132,57,1,52 44 54 66 48 46 53 57 51 54
12133,45,1,44 54 66 48 46 53 57 51 54 57
12134,68,1,54 66 48 46 53 57 51 54 57 45
12135,77,1,66 48 46 53 57 51 54 57 45 68
12136,60,1,48 46 53 57 51 54 57 45 68 77
12137,57,1,46 53 57 51 54 57 45 68 77 60
12138,65,1,53 57 51 54 57 45 68 77 60 57
12139,61,1,57 51 54 57 45 68 77 60 57 65
12140,99,1,51 54 57 45 68 77 60 57 65 61
12141,38,1,54 57 45 68 77 60 57 65 61 99
12142,57,1,57 45 68 77 60 57 65 61 99 38
12143,46,1,45 68 77 60 57 65 61 99 38 57
12144,49,1,68 77 60 57 65 61 99 38 57 46
12145,42,1,77 60 57 65 61 99 38 57 46 49
12146,55,1,60 57 65 61 99 38 57 46 49 42
12147,58,1,57 65 61 99 38 57 46 49 42 55
12148,72,1,65 61 99 38 57 46 49 42 55 58
12149,53,1,61 99 38 57 46 49 42 55 58 72
12150,54,1,99 38 57 46 49 42 55 58 72 53
12151,57,1,38 57 46 49 42 55 58 72 53 54
12152,45,1,57 46 49 42 55 58 72 53 54 57
12153,54,1,46 49 42 55 58 72 53 54 57 45
12154,36,1,49 42 55 58 72 53 54 57 45 54
12155,30,1,42 55 58 72 53 54 57 45 54 36
12156,27,1,55 58 72 53 54 57 45 54 36 30
12157,59,1,58 72 53 54 57 45 54 36 30 27
12158,39,1,72 53 54 57 45 54 36 30 27 59
12159,46,1,53 54 57 45 54 36 30 27 59 39
12160,57,1,54 57 45 54 36 30 27 59 39 46
12161,52,1,57 45 54 36 30 27 59 39 46 57
12162,57,1,45 54 36 30 27 59 39 46 57 52
12163,46,1,54 36 30 27 59 39 46 57 52 57
12164,48,1,36 30 27 59 39 46 57 52 57 46
12165,52,1,30 27 59 39 46 57 52 57 46 48
12166,45,1,27 59 39 46 57 52 57 46 48 52
12167,53,1,59 39 46 57 52 57 46 48 52 45
12168,49,1,39 46 57 52 57 46 48 52 45 53
12169,65,1,46 57 52 57 46 48 52 45 53 49
12170,58,1,57 52 57 46 48 52 45 53 49 65
12171,49,1,52 57 46 48 52 45 53 49 65 58
12172,47,1,57 46 48 52 45 53 49 65 58 49
12173,35,1,46 48 52 45 53 49 65 58 49 47
12174,36,1,48 52 45 53 49 65 58 49 47 35
12175,46,1,52 45 53 49 65 58 49 47 35 36
12176,30,1,45 53 49 65 58 49 47 35 36 46
12177,30,1,53 49 65 58 49 47 35 36 46 30
12178,33,1,49 65 58 49 47 35 36 46 30 30
12179,36,1,65 58 49 47 35 36 46 30 30 33
12180,31,1,58 49 47 35 36 46 30 30 33 36
12181,30,1,49 47 35 36 46 30 30 33 36 31
12182,41,1,47 35 36 46 30 30 33 36 31 30
12183,33,1,35 36 46 30 30 33 36 31 30 41
12184,22,1,36 46 30 30 33 36 31 30 41 33
12185,28,1,46 30 30 33 36 31 30 41 33 22
12186,27,1,30 30 33 36 31 30 41 33 22 28
12187,17,1,30 33 36 31 30 41 33 22 28 27
12188,19,1,33 36 31 30 41 33 22 28 27 17
12189,36,1,36 31 30 41 33 22 28 27 17 19
12190,20,1,31 30 41 33 22 28 27 17 19 36
12191,21,1,30 41 33 22 28 27 17 19 36 20
12192,32,1,41 33 22 28 27 17 19 36 20 21
12193,40,1,33 22 28 27 17 19 36 20 21 32
12194,37,1,22 28 27 17 19 36 20 21 32 40
12195,33,1,28 27 17 19 36 20 21 32 40 37
12196,26,1,27 17 19 36 20 21 32 40 37 33
12197,26,1,17 19 36 20 21 32 40 37 33 26
12198,37,1,19 36 20 21 32 40 37 33 26 26
12199,47,1,36 20 21 32 40 37 33 26 26 37
12200,16,1,20 21 32 40 37 33 26 26 37 47
12201,19,1,21 32 40 37 33 26 26 37 47 16
12202,18,1,32 40 37 33 26 26 37 47 16 19
12203,30,1,40 37 33 26 26 37 47 16 19 18
12204,15,1,37 33 26 26 37 47 16 19 18 30
12205,39,1,33 26 26 37 47 16 19 18 30 15
12206,33,1,26 26 37 47 16 19 18 30 15 39
12207,27,1,26 37 47 16 19 18 30 15 39 33
12208,34,1,37 47 16 19 18 30 15 39 33 27
12209,32,1,47 16 19 18 30 15 39 33 27 34
12210,35,1,16 19 18 30 15 39 33 27 34 32
12211,29,1,19 18 30 15 39 33 27 34 32 35
12212,31,1,18 30 15 39 33 27 34 32 35 29
12213,35,1,30 15 39 33 27 34 32 35 29 31
12214,19,1,15 39 33 27 34 32 35 29 31 35
12215,43,1,39 33 27 34 32 35 29 31 35 19
12216,20,1,33 27 34 32 35 29 31 35 19 43
12217,35,1,27 34 32 35 29 31 35 19 43 20
12218,34,1,34 32 35 29 31 35 19 43 20 35
12219,28,1,32 35 29 31 35 19 43 20 35 34
12220,28,1,35 29 31 35 19 43 20 35 34 28
12221,36,1,29 31 35 19 43 20 35 34 28 28
12222,34,1,31 35 19 43 20 35 34 28 28 36
12223,44,1,35 19 43 20 35 34 28 28 36 34
12224,27,1,19 43 20 35 34 28 28 36 34 44
12225,34,1,43 20 35 34 28 28 36 34 44 27
12226,22,1,20 35 34 28 28 36 34 44 27 34
12227,19,1,35 34 28 28 36 34 44 27 34 22
12228,32,1,34 28 28 36 34 44 27 34 22 19
12229,34,1,28 28 36 34 44 27 34 22 19 32
12230,28,1,28 36 34 44 27 34 22 19 32 34
12231,29,1,36 34 44 27 34 22 19 32 34 28
12232,46,1,34 44 27 34 22 19 32 34 28 29
12233,38,1,44 27 34 22 19 32 34 28 29 46
12234,36,1,27 34 22 19 32 34 28 29 46 38
12235,32,1,34 22 19 32 34 28 29 46 38 36
12236,32,1,22 19 32 34 28 29 46 38 36 32
12237,26,1,19 32 34 28 29 46 38 36 32 32
12238,18,1,32 34 28 29 46 38 36 32 32 26
12239,44,1,34 28 29 46 38 36 32 32 26 18
12240,31,1,28 29 46 38 36 32 32 26 18 44
12241,19,1,29 46 38 36 32 32 26 18 44 31
12242,29,1,46 38 36 32 32 26 18 44 31 19
12243,32,1,38 36 32 32 26 18 44 31 19 29
12244,48,1,36 32 32 26 18 44 31 19 29 32
12245,39,1,32 32 26 18 44 31 19 29 32 48
12246,34,1,32 26 18 44 31 19 29 32 48 39
12247,43,1,26 18 44 31 19 29 32 48 39 34
12248,18,1,18 44 31 19 29 32 48 39 34 43
12249,39,1,44 31 19 29 32 48 39 34 43 18
12250,52,1,31 19 29 32 48 39 34 43 18 39
12251,32,1,19 29 32 48 39 34 43 18 39 52
12252,34,1,29 32 48 39 34 43 18 39 52 32
12253,42,1,32 48 39 34 43 18 39 52 32 34
12254,51,1,48 39 34 43 18 39 52 32 34 42
12255,58,1,39 34 43 18 39 52 32 34 42 51
12256,36,1,34 43 18 39 52 32 34 42 51 58
12257,36,1,43 18 39 52 32 34 42 51 58 36
12258,39,1,18 39 52 32 34 42 51 58 36 36
12259,27,1,39 52 32 34 42 51 58 36 36 39
12260,27,1,52 32 34 42 51 58 36 36 39 27
12261,29,1,32 34 42 51 58 36 36 39 27 27
12262,37,1,34 42 51 58 36 36 39 27 27 29
12263,37,1,42 51 58 36 36 39 27 27 29 37
12264,47,1,51 58 36 36 39 27 27 29 37 37
12265,62,1,58 36 36 39 27 27 29 37 37 47
12266,40,1,36 36 39 27 27 29 37 37 47 62
12267,42,1,36 39 27 27 29 37 37 47 62 40
12268,35,1,39 27 27 29 37 37 47 62 40 42
12269,49,1,27 27 29 37 37 47 62 40 42 35
12270,30,1,27 29 37 37 47 62 40 42 35 49
12271,43,1,29 37 37 47 62 40 42 35 49 30
12272,46,1,37 37 47 62 40 42 35 49 30 43
12273,52,1,37 47 62 40 42 35 49 30 43 46
12274,36,1,47 62 40 42 35 49 30 43 46 52
12275,40,1,62 40 42 35 49 30 43 46 52 36
12276,42,1,40 42 35 49 30 43 46 52 36 40
12277,51,1,42 35 49 30 43 46 52 36 40 42
12278,27,1,35 49 30 43 46 52 36 40 42 51
12279,76,1,49 30 43 46 52 36 40 42 51 27
12280,88,1,30 43 46 52 36 40 42 51 27 76
12281,51,1,43 46 52 36 40 42 51 27 76 88
12282,65,1,46 52 36 40 42 51 27 76 88 51
12283,39,1,52 36 40 42 51 27 76 88 51 65
12284,49,1,36 40 42 51 27 76 88 51 65 39
12285,54,1,40 42 51 27 76 88 51 65 39 49
12286,47,1,42 51 27 76 88 51 65 39 49 54
12287,75,1,51 27 76 88 51 65 39 49 54 47
12288,102,1,27 76 88 51 65 39 49 54 47 75
12289,50,1,76 88 51 65 39 49 54 47 75 102
12290,70,1,88 51 65 39 49 54 47 75 102 50
12291,57,1,51 65 39 49 54 47 75 102 50 70
12292,68,1,65 39 49 54 47 75 102 50 70 57
12293,61,1,39 49 54 47 75 102 50 70 57 68
12294,64,1,49 54 47 75 102 50 70 57 68 61
12295,56,1,54 47 75 102 50 70 57 68 61 64
12296,61,1,47 75 102 50 70 57 68 61 64 56
12297,74,1,75 102 50 70 57 68 61 64 56 61
12298,51,1,102 50 70 57 68 61 64 56 61 74
12299,54,1,50 70 57 68 61 64 56 61 74 51
12300,61,1,70 57 68 61 64 56 61 74 51 54
12301,83,1,57 68 61 64 56 61 74 51 54 61
12302,72,1,68 61 64 56 61 74 51 54 61 83
12303,67,1,61 64 56 61 74 51 54 61 83 72
12304,97,1,64 56 61 74 51 54 61 83 72 67
12305,86,1,56 61 74 51 54 61 83 72 67 97
12306,76,1,61 74 51 54 61 83 72 67 97 86
12307,75,1,74 51 54 61 83 72 67 97 86 76
12308,87,1,51 54 61 83 72 67 97 86 76 75
12309,58,1,54 61 83 72 67 97 86 76 75 87
12310,77,1,61 83 72 67 97 86 76 75 87 58
12311,61,1,83 72 67 97 86 76 75 87 58 77
12312,46,1,72 67 97 86 76 75 87 58 77 61
12313,58,1,67 97 86 76 75 87 58 77 61 46
12314,70,1,97 86 76 75 87 58 77 61 46 58
12315,67,1,86 76 75 87 58 77 61 46 58 70
12316,64,1,76 75 87 58 77 61 46 58 70 67
12317,49,1,75 87 58 77 61 46 58 70 67 64
12318,54,1,87 58 77 61 46 58 70 67 64 49
12319,72,1,58 77 61 46 58 70 67 64 49 54
12320,99,1,77 61 46 58 70 67 64 49 54 72
12321,89,1,61 46 58 70 67 64 49 54 72 99
12322,78,1,46 58 70 67 64 49 54 72 99 89
12323,70,1,58 70 67 64 49 54 72 99 89 78
12324,81,1,70 67 64 49 54 72 99 89 78 70
12325,64,1,67 64 49 54 72 99 89 78 70 81
12326,83,1,64 49 54 72 99 89 78 70 81 64
12327,95,1,49 54 72 99 89 78 70 81 64 83
12328,75,1,54 72 99 89 78 70 81 64 83 95
12329,54,1,72 99 89 78 70 81 64 83 95 75
12330,68,1,99 89 78 70 81 64 83 95 75 54
12331,84,1,89 78 70 81 64 83 95 75 54 68
12332,42,1,78 70 81 64 83 95 75 54 68 84
12333,64,1,70 81 64 83 95 75 54 68 84 42
12334,49,1,81 64 83 95 75 54 68 84 42 64
12335,66,1,64 83 95 75 54 68 84 42 64 49
12336,70,1,83 95 75 54 68 84 42 64 49 66
12337,58,1,95 75 54 68 84 42 64 49 66 70
12338,53,1,75 54 68 84 42 64 49 66 70 58
12339,57,1,54 68 84 42 64 49 66 70 58 53
12340,59,1,68 84 42 64 49 66 70 58 53 57
12341,54,1,84 42 64 49 66 70 58 53 57 59
12342,73,1,42 64 49 66 70 58 53 57 59 54
12343,54,1,64 49 66 70 58 53 57 59 54 73
12344,50,1,49 66 70 58 53 57 59 54 73 54
12345,65,1,66 70 58 53 57 59 54 73 54 50
12346,68,1,70 58 53 57 59 54 73 54 50 65
12347,79,1,58 53 57 59 54 73 54 50 65 68
12348,86,1,53 57 59 54 73 54 50 65 68 79
12349,85,1,57 59 54 73 54 50 65 68 79 86
12350,70,1,59 54 73 54 50 65 68 79 86 85
12351,55,1,54 73 54 50 65 68 79 86 85 70
12352,85,1,73 54 50 65 68 79 86 85 70 55
12353,73,1,54 50 65 68 79 86 85 70 55 85
12354,57,1,50 65 68 79 86 85 70 55 85 73
12355,67,1,65 68 79 86 85 70 55 85 73 57
12356,91,1,68 79 86 85 70 55 85 73 57 67
12357,48,1,79 86 85 70 55 85 73 57 67 91
12358,41,1,86 85 70 55 85 73 57 67 91 48
12359,54,1,85 70 55 85 73 57 67 91 48 41
12360,52,1,70 55 85 73 57 67 91 48 41 54
12361,41,1,55 85 73 57 67 91 48 41 54 52
12362,47,1,85 73 57 67 91 48 41 54 52 41
12363,51,1,73 57 67 91 48 41 54 52 41 47
12364,57,1,57 67 91 48 41 54 52 41 47 51
12365,43,1,67 91 48 41 54 52 41 47 51 57
12366,47,1,91 48 41 54 52 41 47 51 57 43
12367,56,1,48 41 54 52 41 47 51 57 43 47
12368,46,1,41 54 52 41 47 51 57 43 47 56
12369,52,1,54 52 41 47 51 57 43 47 56 46
12370,35,1,52 41 47 51 57 43 47 56 46 52
12371,32,1,41 47 51 57 43 47 56 46 52 35
12372,39,1,47 51 57 43 47 56 46 52 35 32
12373,81,1,51 57 43 47 56 46 52 35 32 39
12374,60,1,57 43 47 56 46 52 35 32 39 81
12375,72,1,43 47 56 46 52 35 32 39 81 60
12376,78,1,47 56 46 52 35 32 39 81 60 72
12377,79,1,56 46 52 35 32 39 81 60 72 78
12378,46,1,46 52 35 32 39 81 60 72 78 79
12379,54,1,52 35 32 39 81 60 72 78 79 46
12380,57,1,35 32 39 81 60 72 78 79 46 54
12381,57,1,32 39 81 60 72 78 79 46 54 57
12382,60,1,39 81 60 72 78 79 46 54 57 57
12383,64,1,81 60 72 78 79 46 54 57 57 60
12384,49,1,60 72 78 79 46 54 57 57 60 64
12385,49,1,72 78 79 46 54 57 57 60 64 49
12386,44,1,78 79 46 54 57 57 60 64 49 49
12387,54,1,79 46 54 57 57 60 64 49 49 44
12388,55,1,46 54 57 57 60 64 49 49 44 54
12389,35,1,54 57 57 60 64 49 49 44 54 55
12390,34,1,57 57 60 64 49 49 44 54 55 35
12391,50,1,57 60 64 49 49 44 54 55 35 34
12392,51,1,60 64 49 49 44 54 55 35 34 50
12393,73,1,64 49 49 44 54 55 35 34 50 51
12394,71,1,49 49 44 54 55 35 34 50 51 73
12395,43,1,49 44 54 55 35 34 50 51 73 71
12396,36,1,44 54 55 35 34 50 51 73 71 43
12397,38,1,54 55 35 34 50 51 73 71 43 36
12398,38,1,55 35 34 50 51 73 71 43 36 38
12399,40,1,35 34 50 51 73 71 43 36 38 38
12400,56,1,34 50 51 73 71 43 36 38 38 40
12401,46,1,50 51 73 71 43 36 38 38 40 56
12402,64,1,51 73 71 43 36 38 38 40 56 46
12403,39,1,73 71 43 36 38 38 40 56 46 64
12404,45,1,71 43 36 38 38 40 56 46 64 39
12405,42,1,43 36 38 38 40 56 46 64 39 45
12406,38,1,36 38 38 40 56 46 64 39 45 42
12407,56,1,38 38 40 56 46 64 39 45 42 38
12408,47,1,38 40 56 46 64 39 45 42 38 56
12409,53,1,40 56 46 64 39 45 42 38 56 47
12410,45,1,56 46 64 39 45 42 38 56 47 53
12411,42,1,46 64 39 45 42 38 56 47 53 45
12412,40,1,64 39 45 42 38 56 47 53 45 42
12413,41,1,39 45 42 38 56 47 53 45 42 40
12414,50,1,45 42 38 56 47 53 45 42 40 41
12415,38,1,42 38 56 47 53 45 42 40 41 50
12416,142,1,38 56 47 53 45 42 40 41 50 38
12417,242,1,56 47 53 45 42 40 41 50 38 142
12418,146,1,47 53 45 42 40 41 50 38 142 242
12419,120,1,53 45 42 40 41 50 38 142 242 146
12420,103,1,45 42 40 41 50 38 142 242 146 120
12421,98,1,42 40 41 50 38 142 242 146 120 103
12422,75,1,40 41 50 38 142 242 146 120 103 98
12423,96,1,41 50 38 142 242 146 120 103 98 75
12424,88,1,50 38 142 242 146 120 103 98 75 96
12425,90,1,38 142 242 146 120 103 98 75 96 88
12426,65,1,142 242 146 120 103 98 75 96 88 90
12427,54,1,242 146 120 103 98 75 96 88 90 65
12428,71,1,146 120 103 98 75 96 88 90 65 54
12429,77,1,120 103 98 75 96 88 90 65 54 71
12430,54,1,103 98 75 96 88 90 65 54 71 77
12431,71,1,98 75 96 88 90 65 54 71 77 54
12432,65,1,75 96 88 90 65 54 71 77 54 71
12433,58,1,96 88 90 65 54 71 77 54 71 65
12434,61,1,88 90 65 54 71 77 54 71 65 58
12435,48,1,90 65 54 71 77 54 71 65 58 61
12436,44,1,65 54 71 77 54 71 65 58 61 48
12437,45,1,54 71 77 54 71 65 58 61 48 44
12438,48,1,71 77 54 71 65 58 61 48 44 45
12439,66,1,77 54 71 65 58 61 48 44 45 48
12440,106,1,54 71 65 58 61 48 44 45 48 66
12441,73,1,71 65 58 61 48 44 45 48 66 106
12442,85,1,65 58 61 48 44 45 48 66 106 73
12443,64,1,58 61 48 44 45 48 66 106 73 85
12444,57,1,61 48 44 45 48 66 106 73 85 64
12445,45,1,48 44 45 48 66 106 73 85 64 57
12446,46,1,44 45 48 66 106 73 85 64 57 45
12447,60,1,45 48 66 106 73 85 64 57 45 46
12448,69,1,48 66 106 73 85 64 57 45 46 60
12449,46,1,66 106 73 85 64 57 45 46 60 69
12450,52,1,106 73 85 64 57 45 46 60 69 46
12451,59,1,73 85 64 57 45 46 60 69 46 52
12452,41,1,85 64 57 45 46 60 69 46 52 59
12453,60,1,64 57 45 46 60 69 46 52 59 41
12454,68,1,57 45 46 60 69 46 52 59 41 60
12455,69,1,45 46 60 69 46 52 59 41 60 68
12456,62,1,46 60 69 46 52 59 41 60 68 69
12457,58,1,60 69 46 52 59 41 60 68 69 62
12458,56,1,69 46 52 59 41 60 68 69 62 58
12459,49,1,46 52 59 41 60 68 69 62 58 56
12460,68,1,52 59 41 60 68 69 62 58 56 49
12461,46,1,59 41 60 68 69 62 58 56 49 68
12462,74,1,41 60 68 69 62 58 56 49 68 46
12463,75,1,60 68 69 62 58 56 49 68 46 74
12464,62,1,68 69 62 58 56 49 68 46 74 75
12465,69,1,69 62 58 56 49 68 46 74 75 62
12466,64,1,62 58 56 49 68 46 74 75 62 69
12467,61,1,58 56 49 68 46 74 75 62 69 64
12468,49,1,56 49 68 46 74 75 62 69 64 61
12469,44,1,49 68 46 74 75 62 69 64 61 49
12470,41,1,68 46 74 75 62 69 64 61 49 44
12471,48,1,46 74 75 62 69 64 61 49 44 41
12472,26,1,74 75 62 69 64 61 49 44 41 48
12473,27,1,75 62 69 64 61 49 44 41 48 26
12474,41,1,62 69 64 61 49 44 41 48 26 27
12475,57,1,69 64 61 49 44 41 48 26 27 41
12476,49,1,64 61 49 44 41 48 26 27 41 57
12477,39,1,61 49 44 41 48 26 27 41 57 49
12478,33,1,49 44 41 48 26 27 41 57 49 39
12479,43,1,44 41 48 26 27 41 57 49 39 33
12480,31,1,41 48 26 27 41 57 49 39 33 43
12481,31,1,48 26 27 41 57 49 39 33 43 31
12482,18,1,26 27 41 57 49 39 33 43 31 31
12483,23,1,27 41 57 49 39 33 43 31 31 18
12484,27,1,41 57 49 39 33 43 31 31 18 23
12485,21,1,57 49 39 33 43 31 31 18 23 27
12486,40,1,49 39 33 43 31 31 18 23 27 21
12487,35,1,39 33 43 31 31 18 23 27 21 40
12488,28,1,33 43 31 31 18 23 27 21 40 35
12489,24,1,43 31 31 18 23 27 21 40 35 28
12490,22,1,31 31 18 23 27 21 40 35 28 24
12491,23,1,31 18 23 27 21 40 35 28 24 22
12492,18,1,18 23 27 21 40 35 28 24 22 23
12493,22,1,23 27 21 40 35 28 24 22 23 18
12494,21,1,27 21 40 35 28 24 22 23 18 22
12495,20,1,21 40 35 28 24 22 23 18 22 21
12496,26,1,40 35 28 24 22 23 18 22 21 20
12497,20,1,35 28 24 22 23 18 22 21 20 26
12498,34,1,28 24 22 23 18 22 21 20 26 20
12499,40,1,24 22 23 18 22 21 20 26 20 34
12500,20,1,22 23 18 22 21 20 26 20 34 40
12501,24,1,23 18 22 21 20 26 20 34 40 20
12502,35,1,18 22 21 20 26 20 34 40 20 24
12503,24,1,22 21 20 26 20 34 40 20 24 35
12504,22,1,21 20 26 20 34 40 20 24 35 24
12505,18,1,20 26 20 34 40 20 24 35 24 22
12506,27,1,26 20 34 40 20 24 35 24 22 18
12507,19,1,20 34 40 20 24 35 24 22 18 27
12508,28,1,34 40 20 24 35 24 22 18 27 19
12509,21,1,40 20 24 35 24 22 18 27 19 28
12510,25,1,20 24 35 24 22 18 27 19 28 21
12511,22,1,24 35 24 22 18 27 19 28 21 25
12512,38,1,35 24 22 18 27 19 28 21 25 22
12513,23,1,24 22 18 27 19 28 21 25 22 38
12514,33,1,22 18 27 19 28 21 25 22 38 23
12515,34,1,18 27 19 28 21 25 22 38 23 33
12516,24,1,27 19 28 21 25 22 38 23 33 34
12517,28,1,19 28 21 25 22 38 23 33 34 24
12518,49,1,28 21 25 22 38 23 33 34 24 28
12519,48,1,21 25 22 38 23 33 34 24 28 49
12520,61,1,25 22 38 23 33 34 24 28 49 48
12521,29,1,22 38 23 33 34 24 28 49 48 61
12522,53,1,38 23 33 34 24 28 49 48 61 29
12523,44,1,23 33 34 24 28 49 48 61 29 53
12524,33,1,33 34 24 28 49 48 61 29 53 44
12525,33,1,34 24 28 49 48 61 29 53 44 33
12526,26,1,24 28 49 48 61 29 53 44 33 33
12527,26,1,28 49 48 61 29 53 44 33 33 26
12528,59,1,49 48 61 29 53 44 33 33 26 26
12529,37,1,48 61 29 53 44 33 33 26 26 59
12530,27,1,61 29 53 44 33 33 26 26 59 37
12531,19,1,29 53 44 33 33 26 26 59 37 27
12532,20,1,53 44 33 33 26 26 59 37 27 19
12533,24,1,44 33 33 26 26 59 37 27 19 20
12534,44,1,33 33 26 26 59 37 27 19 20 24
12535,25,1,33 26 26 59 37 27 19 20 24 44
12536,26,1,26 26 59 37 27 19 20 24 44 25
12537,25,1,26 59 37 27 19 20 24 44 25 26
12538,19,1,59 37 27 19 20 24 44 25 26 25
12539,16,1,37 27 19 20 24 44 25 26 25 19
12540,30,1,27 19 20 24 44 25 26 25 19 16
12541,36,1,19 20 24 44 25 26 25 19 16 30
12542,33,1,20 24 44 25 26 25 19 16 30 36
12543,22,1,24 44 25 26 25 19 16 30 36 33
12544,47,1,44 25 26 25 19 16 30 36 33 22
12545,51,1,25 26 25 19 16 30 36 33 22 47
12546,29,1,26 25 19 16 30 36 33 22 47 51
12547,40,1,25 19 16 30 36 33 22 47 51 29
12548,42,1,19 16 30 36 33 22 47 51 29 40
12549,41,1,16 30 36 33 22 47 51 29 40 42
12550,43,1,30 36 33 22 47 51 29 40 42 41
12551,69,1,36 33 22 47 51 29 40 42 41 43
12552,34,1,33 22 47 51 29 40 42 41 43 69
12553,32,1,22 47 51 29 40 42 41 43 69 34
12554,38,1,47 51 29 40 42 41 43 69 34 32
12555,22,1,51 29 40 42 41 43 69 34 32 38
12556,33,1,29 40 42 41 43 69 34 32 38 22
12557,31,1,40 42 41 43 69 34 32 38 22 33
12558,38,1,42 41 43 69 34 32 38 22 33 31
12559,41,1,41 43 69 34 32 38 22 33 31 38
12560,37,1,43 69 34 32 38 22 33 31 38 41
12561,52,1,69 34 32 38 22 33 31 38 41 37
12562,34,1,34 32 38 22 33 31 38 41 37 52
12563,38,1,32 38 22 33 31 38 41 37 52 34
12564,45,1,38 22 33 31 38 41 37 52 34 38
12565,42,1,22 33 31 38 41 37 52 34 38 45
12566,35,1,33 31 38 41 37 52 34 38 45 42
12567,38,1,31 38 41 37 52 34 38 45 42 35
12568,51,1,38 41 37 52 34 38 45 42 35 38
12569,39,1,41 37 52 34 38 45 42 35 38 51
12570,43,1,37 52 34 38 45 42 35 38 51 39
12571,34,1,52 34 38 45 42 35 38 51 39 43
12572,57,1,34 38 45 42 35 38 51 39 43 34
12573,56,1,38 45 42 35 38 51 39 43 34 57
12574,65,1,45 42 35 38 51 39 43 34 57 56
12575,60,1,42 35 38 51 39 43 34 57 56 65
12576,66,1,35 38 51 39 43 34 57 56 65 60
12577,41,1,38 51 39 43 34 57 56 65 60 66
12578,37,1,51 39 43 34 57 56 65 60 66 41
12579,48,1,39 43 34 57 56 65 60 66 41 37
12580,37,1,43 34 57 56 65 60 66 41 37 48
12581,41,1,34 57 56 65 60 66 41 37 48 37
