value,split,value_feature
53,0,68 68 57 81 59 58 40 49 48 61
53,0,68 57 81 59 58 40 49 48 61 53
60,0,57 81 59 58 40 49 48 61 53 53
42,0,81 59 58 40 49 48 61 53 53 60
61,0,59 58 40 49 48 61 53 53 60 42
60,0,58 40 49 48 61 53 53 60 42 61
42,0,40 49 48 61 53 53 60 42 61 60
55,0,49 48 61 53 53 60 42 61 60 42
47,0,48 61 53 53 60 42 61 60 42 55
81,0,61 53 53 60 42 61 60 42 55 47
55,0,53 53 60 42 61 60 42 55 47 81
64,0,53 60 42 61 60 42 55 47 81 55
63,0,60 42 61 60 42 55 47 81 55 64
95,0,42 61 60 42 55 47 81 55 64 63
46,0,61 60 42 55 47 81 55 64 63 95
60,0,60 42 55 47 81 55 64 63 95 46
50,0,42 55 47 81 55 64 63 95 46 60
51,0,55 47 81 55 64 63 95 46 60 50
51,0,47 81 55 64 63 95 46 60 50 51
58,0,81 55 64 63 95 46 60 50 51 51
65,0,55 64 63 95 46 60 50 51 51 58
49,0,64 63 95 46 60 50 51 51 58 65
51,0,63 95 46 60 50 51 51 58 65 49
63,0,95 46 60 50 51 51 58 65 49 51
53,0,46 60 50 51 51 58 65 49 51 63
61,0,60 50 51 51 58 65 49 51 63 53
52,0,50 51 51 58 65 49 51 63 53 61
33,0,51 51 58 65 49 51 63 53 61 52
45,0,51 58 65 49 51 63 53 61 52 33
47,0,58 65 49 51 63 53 61 52 33 45
36,0,65 49 51 63 53 61 52 33 45 47
26,0,49 51 63 53 61 52 33 45 47 36
35,0,51 63 53 61 52 33 45 47 36 26
54,0,63 53 61 52 33 45 47 36 26 35
46,0,53 61 52 33 45 47 36 26 35 54
40,0,61 52 33 45 47 36 26 35 54 46
30,0,52 33 45 47 36 26 35 54 46 40
52,0,33 45 47 36 26 35 54 46 40 30
61,0,45 47 36 26 35 54 46 40 30 52
46,0,47 36 26 35 54 46 40 30 52 61
32,0,36 26 35 54 46 40 30 52 61 46
32,0,26 35 54 46 40 30 52 61 46 32
48,0,35 54 46 40 30 52 61 46 32 32
50,0,54 46 40 30 52 61 46 32 32 48
52,0,46 40 30 52 61 46 32 32 48 50
32,0,40 30 52 61 46 32 32 48 50 52
43,0,30 52 61 46 32 32 48 50 52 32
20,0,52 61 46 32 32 48 50 52 32 43
15,0,61 46 32 32 48 50 52 32 43 20
35,0,46 32 32 48 50 52 32 43 20 15
26,0,32 32 48 50 52 32 43 20 15 35
37,0,32 48 50 52 32 43 20 15 35 26
31,0,48 50 52 32 43 20 15 35 26 37
47,0,50 52 32 43 20 15 35 26 37 31
37,0,52 32 43 20 15 35 26 37 31 47
24,0,32 43 20 15 35 26 37 31 47 37
39,0,43 20 15 35 26 37 31 47 37 24
25,0,20 15 35 26 37 31 47 37 24 39
27,0,15 35 26 37 31 47 37 24 39 25
30,0,35 26 37 31 47 37 24 39 25 27
30,0,26 37 31 47 37 24 39 25 27 30
32,0,37 31 47 37 24 39 25 27 30 30
37,0,31 47 37 24 39 25 27 30 30 32
20,0,47 37 24 39 25 27 30 30 32 37
23,0,37 24 39 25 27 30 30 32 37 20
28,0,24 39 25 27 30 30 32 37 20 23
31,0,39 25 27 30 30 32 37 20 23 28
31,0,25 27 30 30 32 37 20 23 28 31
34,0,27 30 30 32 37 20 23 28 31 31
27,0,30 30 32 37 20 23 28 31 31 34
14,0,30 32 37 20 23 28 31 31 34 27
12,0,32 37 20 23 28 31 31 34 27 14
21,0,37 20 23 28 31 31 34 27 14 12
28,0,20 23 28 31 31 34 27 14 12 21
19,0,23 28 31 31 34 27 14 12 21 28
13,0,28 31 31 34 27 14 12 21 28 19
12,0,31 31 34 27 14 12 21 28 19 13
21,0,31 34 27 14 12 21 28 19 13 12
29,0,34 27 14 12 21 28 19 13 12 21
21,0,27 14 12 21 28 19 13 12 21 29
25,0,14 12 21 28 19 13 12 21 29 21
33,0,12 21 28 19 13 12 21 29 21 25
24,0,21 28 19 13 12 21 29 21 25 33
30,0,28 19 13 12 21 29 21 25 33 24
20,0,19 13 12 21 29 21 25 33 24 30
54,0,13 12 21 29 21 25 33 24 30 20
25,0,12 21 29 21 25 33 24 30 20 54
34,0,21 29 21 25 33 24 30 20 54 25
30,0,29 21 25 33 24 30 20 54 25 34
19,0,21 25 33 24 30 20 54 25 34 30
24,0,25 33 24 30 20 54 25 34 30 19
11,0,33 24 30 20 54 25 34 30 19 24
17,0,24 30 20 54 25 34 30 19 24 11
17,0,30 20 54 25 34 30 19 24 11 17
17,0,20 54 25 34 30 19 24 11 17 17
28,0,54 25 34 30 19 24 11 17 17 17
32,0,25 34 30 19 24 11 17 17 17 28
45,0,34 30 19 24 11 17 17 17 28 32
29,0,30 19 24 11 17 17 17 28 32 45
37,0,19 24 11 17 17 17 28 32 45 29
36,0,24 11 17 17 17 28 32 45 29 37
49,0,11 17 17 17 28 32 45 29 37 36
45,0,17 17 17 28 32 45 29 37 36 49
32,0,17 17 28 32 45 29 37 36 49 45
35,0,17 28 32 45 29 37 36 49 45 32
27,0,28 32 45 29 37 36 49 45 32 35
36,0,32 45 29 37 36 49 45 32 35 27
38,0,45 29 37 36 49 45 32 35 27 36
23,0,29 37 36 49 45 32 35 27 36 38
23,0,37 36 49 45 32 35 27 36 38 23
33,0,36 49 45 32 35 27 36 38 23 23
35,0,49 45 32 35 27 36 38 23 23 33
28,0,45 32 35 27 36 38 23 23 33 35
47,0,32 35 27 36 38 23 23 33 35 28
57,0,35 27 36 38 23 23 33 35 28 47
47,0,27 36 38 23 23 33 35 28 47 57
65,0,36 38 23 23 33 35 28 47 57 47
35,0,38 23 23 33 35 28 47 57 47 65
28,0,23 23 33 35 28 47 57 47 65 35
38,0,23 33 35 28 47 57 47 65 35 28
40,0,33 35 28 47 57 47 65 35 28 38
38,0,35 28 47 57 47 65 35 28 38 40
36,0,28 47 57 47 65 35 28 38 40 38
44,0,47 57 47 65 35 28 38 40 38 36
37,0,57 47 65 35 28 38 40 38 36 44
42,0,47 65 35 28 38 40 38 36 44 37
34,0,65 35 28 38 40 38 36 44 37 42
59,0,35 28 38 40 38 36 44 37 42 34
43,0,28 38 40 38 36 44 37 42 34 59
67,0,38 40 38 36 44 37 42 34 59 43
64,0,40 38 36 44 37 42 34 59 43 67
45,0,38 36 44 37 42 34 59 43 67 64
35,0,36 44 37 42 34 59 43 67 64 45
34,0,44 37 42 34 59 43 67 64 45 35
32,0,37 42 34 59 43 67 64 45 35 34
38,0,42 34 59 43 67 64 45 35 34 32
52,0,34 59 43 67 64 45 35 34 32 38
68,0,59 43 67 64 45 35 34 32 38 52
53,0,43 67 64 45 35 34 32 38 52 68
40,0,67 64 45 35 34 32 38 52 68 53
47,0,64 45 35 34 32 38 52 68 53 40
43,0,45 35 34 32 38 52 68 53 40 47
37,0,35 34 32 38 52 68 53 40 47 43
60,0,34 32 38 52 68 53 40 47 43 37
43,0,32 38 52 68 53 40 47 43 37 60
45,0,38 52 68 53 40 47 43 37 60 43
68,0,52 68 53 40 47 43 37 60 43 45
71,0,68 53 40 47 43 37 60 43 45 68
82,0,53 40 47 43 37 60 43 45 68 71
54,0,40 47 43 37 60 43 45 68 71 82
54,0,47 43 37 60 43 45 68 71 82 54
51,0,43 37 60 43 45 68 71 82 54 54
57,0,37 60 43 45 68 71 82 54 54 51
65,0,60 43 45 68 71 82 54 54 51 57
60,0,43 45 68 71 82 54 54 51 57 65
42,0,45 68 71 82 54 54 51 57 65 60
77,0,68 71 82 54 54 51 57 65 60 42
59,0,71 82 54 54 51 57 65 60 42 77
41,0,82 54 54 51 57 65 60 42 77 59
41,0,54 54 51 57 65 60 42 77 59 41
54,0,54 51 57 65 60 42 77 59 41 41
55,0,51 57 65 60 42 77 59 41 41 54
67,0,57 65 60 42 77 59 41 41 54 55
45,0,65 60 42 77 59 41 41 54 55 67
46,0,60 42 77 59 41 41 54 55 67 45
57,0,42 77 59 41 41 54 55 67 45 46
48,0,77 59 41 41 54 55 67 45 46 57
53,0,59 41 41 54 55 67 45 46 57 48
31,0,41 41 54 55 67 45 46 57 48 53
46,0,41 54 55 67 45 46 57 48 53 31
45,0,54 55 67 45 46 57 48 53 31 46
46,0,55 67 45 46 57 48 53 31 46 45
55,0,67 45 46 57 48 53 31 46 45 46
59,0,45 46 57 48 53 31 46 45 46 55
59,0,46 57 48 53 31 46 45 46 55 59
56,0,57 48 53 31 46 45 46 55 59 59
70,0,48 53 31 46 45 46 55 59 59 56
55,0,53 31 46 45 46 55 59 59 56 70
52,0,31 46 45 46 55 59 59 56 70 55
82,0,46 45 46 55 59 59 56 70 55 52
78,0,45 46 55 59 59 56 70 55 52 82
74,0,46 55 59 59 56 70 55 52 82 78
72,0,55 59 59 56 70 55 52 82 78 74
56,0,59 59 56 70 55 52 82 78 74 72
81,0,59 56 70 55 52 82 78 74 72 56
89,0,56 70 55 52 82 78 74 72 56 81
72,0,70 55 52 82 78 74 72 56 81 89
69,0,55 52 82 78 74 72 56 81 89 72
49,0,52 82 78 74 72 56 81 89 72 69
60,0,82 78 74 72 56 81 89 72 69 49
56,0,78 74 72 56 81 89 72 69 49 60
56,0,74 72 56 81 89 72 69 49 60 56
87,0,72 56 81 89 72 69 49 60 56 56
81,0,56 81 89 72 69 49 60 56 56 87
59,0,81 89 72 69 49 60 56 56 87 81
58,0,89 72 69 49 60 56 56 87 81 59
55,0,72 69 49 60 56 56 87 81 59 58
59,0,69 49 60 56 56 87 81 59 58 55
69,0,49 60 56 56 87 81 59 58 55 59
64,0,60 56 56 87 81 59 58 55 59 69
75,0,56 56 87 81 59 58 55 59 69 64
90,0,56 87 81 59 58 55 59 69 64 75
56,0,87 81 59 58 55 59 69 64 75 90
79,0,81 59 58 55 59 69 64 75 90 56
54,0,59 58 55 59 69 64 75 90 56 79
66,0,58 55 59 69 64 75 90 56 79 54
50,0,55 59 69 64 75 90 56 79 54 66
87,0,59 69 64 75 90 56 79 54 66 50
93,0,69 64 75 90 56 79 54 66 50 87
104,0,64 75 90 56 79 54 66 50 87 93
55,0,75 90 56 79 54 66 50 87 93 104
59,0,90 56 79 54 66 50 87 93 104 55
77,0,56 79 54 66 50 87 93 104 55 59
57,0,79 54 66 50 87 93 104 55 59 77
53,0,54 66 50 87 93 104 55 59 77 57
74,0,66 50 87 93 104 55 59 77 57 53
65,0,50 87 93 104 55 59 77 57 53 74
61,0,87 93 104 55 59 77 57 53 74 65
55,0,93 104 55 59 77 57 53 74 65 61
59,0,104 55 59 77 57 53 74 65 61 55
48,0,55 59 77 57 53 74 65 61 55 59
50,0,59 77 57 53 74 65 61 55 59 48
47,0,77 57 53 74 65 61 55 59 48 50
60,0,57 53 74 65 61 55 59 48 50 47
64,0,53 74 65 61 55 59 48 50 47 60
56,0,74 65 61 55 59 48 50 47 60 64
67,0,65 61 55 59 48 50 47 60 64 56
71,0,61 55 59 48 50 47 60 64 56 67
64,0,55 59 48 50 47 60 64 56 67 71
67,0,59 48 50 47 60 64 56 67 71 64
63,0,48 50 47 60 64 56 67 71 64 67
72,0,50 47 60 64 56 67 71 64 67 63
86,0,47 60 64 56 67 71 64 67 63 72
101,0,60 64 56 67 71 64 67 63 72 86
83,0,64 56 67 71 64 67 63 72 86 101
64,0,56 67 71 64 67 63 72 86 101 83
70,0,67 71 64 67 63 72 86 101 83 64
68,0,71 64 67 63 72 86 101 83 64 70
68,0,64 67 63 72 86 101 83 64 70 68
52,0,67 63 72 86 101 83 64 70 68 68
56,0,63 72 86 101 83 64 70 68 68 52
58,0,72 86 101 83 64 70 68 68 52 56
64,0,86 101 83 64 70 68 68 52 56 58
76,0,101 83 64 70 68 68 52 56 58 64
67,0,83 64 70 68 68 52 56 58 64 76
69,0,64 70 68 68 52 56 58 64 76 67
51,0,70 68 68 52 56 58 64 76 67 69
63,0,68 68 52 56 58 64 76 67 69 51
61,0,68 52 56 58 64 76 67 69 51 63
58,0,52 56 58 64 76 67 69 51 63 61
61,0,56 58 64 76 67 69 51 63 61 58
42,0,58 64 76 67 69 51 63 61 58 61
49,0,64 76 67 69 51 63 61 58 61 42
42,0,76 67 69 51 63 61 58 61 42 49
37,0,67 69 51 63 61 58 61 42 49 42
41,0,69 51 63 61 58 61 42 49 42 37
59,0,51 63 61 58 61 42 49 42 37 41
50,0,63 61 58 61 42 49 42 37 41 59
45,0,61 58 61 42 49 42 37 41 59 50
58,0,58 61 42 49 42 37 41 59 50 45
55,0,61 42 49 42 37 41 59 50 45 58
52,0,42 49 42 37 41 59 50 45 58 55
47,0,49 42 37 41 59 50 45 58 55 52
51,0,42 37 41 59 50 45 58 55 52 47
40,0,37 41 59 50 45 58 55 52 47 51
59,0,41 59 50 45 58 55 52 47 51 40
55,0,59 50 45 58 55 52 47 51 40 59
52,0,50 45 58 55 52 47 51 40 59 55
70,0,45 58 55 52 47 51 40 59 55 52
65,0,58 55 52 47 51 40 59 55 52 70
61,0,55 52 47 51 40 59 55 52 70 65
44,0,52 47 51 40 59 55 52 70 65 61
77,0,47 51 40 59 55 52 70 65 61 44
62,0,51 40 59 55 52 70 65 61 44 77
44,0,40 59 55 52 70 65 61 44 77 62
57,0,59 55 52 70 65 61 44 77 62 44
39,0,55 52 70 65 61 44 77 62 44 57
34,0,52 70 65 61 44 77 62 44 57 39
47,0,70 65 61 44 77 62 44 57 39 34
26,0,65 61 44 77 62 44 57 39 34 47
33,0,61 44 77 62 44 57 39 34 47 26
39,0,44 77 62 44 57 39 34 47 26 33
52,0,77 62 44 57 39 34 47 26 33 39
41,0,62 44 57 39 34 47 26 33 39 52
55,0,44 57 39 34 47 26 33 39 52 41
73,0,57 39 34 47 26 33 39 52 41 55
51,0,39 34 47 26 33 39 52 41 55 73
37,0,34 47 26 33 39 52 41 55 73 51
35,0,47 26 33 39 52 41 55 73 51 37
46,0,26 33 39 52 41 55 73 51 37 35
39,0,33 39 52 41 55 73 51 37 35 46
38,0,39 52 41 55 73 51 37 35 46 39
40,0,52 41 55 73 51 37 35 46 39 38
65,0,41 55 73 51 37 35 46 39 38 40
59,0,55 73 51 37 35 46 39 38 40 65
41,0,73 51 37 35 46 39 38 40 65 59
42,0,51 37 35 46 39 38 40 65 59 41
44,0,37 35 46 39 38 40 65 59 41 42
56,0,35 46 39 38 40 65 59 41 42 44
54,0,46 39 38 40 65 59 41 42 44 56
41,0,39 38 40 65 59 41 42 44 56 54
32,0,38 40 65 59 41 42 44 56 54 41
49,0,40 65 59 41 42 44 56 54 41 32
65,0,65 59 41 42 44 56 54 41 32 49
53,0,59 41 42 44 56 54 41 32 49 65
39,0,41 42 44 56 54 41 32 49 65 53
47,0,42 44 56 54 41 32 49 65 53 39
43,0,44 56 54 41 32 49 65 53 39 47
43,0,56 54 41 32 49 65 53 39 47 43
60,0,54 41 32 49 65 53 39 47 43 43
50,0,41 32 49 65 53 39 47 43 43 60
37,0,32 49 65 53 39 47 43 43 60 50
40,0,49 65 53 39 47 43 43 60 50 37
37,0,65 53 39 47 43 43 60 50 37 40
32,0,53 39 47 43 43 60 50 37 40 37
33,0,39 47 43 43 60 50 37 40 37 32
64,0,47 43 43 60 50 37 40 37 32 33
67,0,43 43 60 50 37 40 37 32 33 64
43,0,43 60 50 37 40 37 32 33 64 67
59,0,60 50 37 40 37 32 33 64 67 43
44,0,50 37 40 37 32 33 64 67 43 59
27,0,37 40 37 32 33 64 67 43 59 44
35,0,40 37 32 33 64 67 43 59 44 27
47,0,37 32 33 64 67 43 59 44 27 35
41,0,32 33 64 67 43 59 44 27 35 47
36,0,33 64 67 43 59 44 27 35 47 41
38,0,64 67 43 59 44 27 35 47 41 36
28,0,67 43 59 44 27 35 47 41 36 38
47,0,43 59 44 27 35 47 41 36 38 28
45,0,59 44 27 35 47 41 36 38 28 47
29,0,44 27 35 47 41 36 38 28 47 45
16,0,27 35 47 41 36 38 28 47 45 29
24,0,35 47 41 36 38 28 47 45 29 16
38,0,47 41 36 38 28 47 45 29 16 24
21,0,41 36 38 28 47 45 29 16 24 38
28,0,36 38 28 47 45 29 16 24 38 21
28,0,38 28 47 45 29 16 24 38 21 28
36,0,28 47 45 29 16 24 38 21 28 28
23,0,47 45 29 16 24 38 21 28 28 36
21,0,45 29 16 24 38 21 28 28 36 23
22,0,29 16 24 38 21 28 28 36 23 21
21,0,16 24 38 21 28 28 36 23 21 22
39,0,24 38 21 28 28 36 23 21 22 21
29,0,38 21 28 28 36 23 21 22 21 39
44,0,21 28 28 36 23 21 22 21 39 29
50,0,28 28 36 23 21 22 21 39 29 44
36,0,28 36 23 21 22 21 39 29 44 50
19,0,36 23 21 22 21 39 29 44 50 36
21,0,23 21 22 21 39 29 44 50 36 19
21,0,21 22 21 39 29 44 50 36 19 21
18,0,22 21 39 29 44 50 36 19 21 21
19,0,21 39 29 44 50 36 19 21 21 18
14,0,39 29 44 50 36 19 21 21 18 19
12,0,29 44 50 36 19 21 21 18 19 14
27,0,44 50 36 19 21 21 18 19 14 12
18,0,50 36 19 21 21 18 19 14 12 27
21,0,36 19 21 21 18 19 14 12 27 18
21,0,19 21 21 18 19 14 12 27 18 21
14,0,21 21 18 19 14 12 27 18 21 21
20,0,21 18 19 14 12 27 18 21 21 14
21,0,18 19 14 12 27 18 21 21 14 20
16,0,19 14 12 27 18 21 21 14 20 21
18,0,14 12 27 18 21 21 14 20 21 16
17,0,12 27 18 21 21 14 20 21 16 18
10,0,27 18 21 21 14 20 21 16 18 17
18,0,18 21 21 14 20 21 16 18 17 10
20,0,21 21 14 20 21 16 18 17 10 18
35,0,21 14 20 21 16 18 17 10 18 20
29,0,14 20 21 16 18 17 10 18 20 35
20,0,20 21 16 18 17 10 18 20 35 29
29,0,21 16 18 17 10 18 20 35 29 20
28,0,16 18 17 10 18 20 35 29 20 29
13,0,18 17 10 18 20 35 29 20 29 28
21,0,17 10 18 20 35 29 20 29 28 13
17,0,10 18 20 35 29 20 29 28 13 21
67,0,18 20 35 29 20 29 28 13 21 17
23,0,20 35 29 20 29 28 13 21 17 67
33,0,35 29 20 29 28 13 21 17 67 23
34,0,29 20 29 28 13 21 17 67 23 33
21,0,20 29 28 13 21 17 67 23 33 34
15,0,29 28 13 21 17 67 23 33 34 21
21,0,28 13 21 17 67 23 33 34 21 15
19,0,13 21 17 67 23 33 34 21 15 21
22,0,21 17 67 23 33 34 21 15 21 19
17,0,17 67 23 33 34 21 15 21 19 22
18,0,67 23 33 34 21 15 21 19 22 17
20,0,23 33 34 21 15 21 19 22 17 18
21,0,33 34 21 15 21 19 22 17 18 20
28,0,34 21 15 21 19 22 17 18 20 21
35,0,21 15 21 19 22 17 18 20 21 28
34,0,15 21 19 22 17 18 20 21 28 35
32,0,21 19 22 17 18 20 21 28 35 34
38,0,19 22 17 18 20 21 28 35 34 32
26,0,22 17 18 20 21 28 35 34 32 38
24,0,17 18 20 21 28 35 34 32 38 26
27,0,18 20 21 28 35 34 32 38 26 24
22,0,20 21 28 35 34 32 38 26 24 27
21,0,21 28 35 34 32 38 26 24 27 22
28,0,28 35 34 32 38 26 24 27 22 21
21,0,35 34 32 38 26 24 27 22 21 28
22,0,34 32 38 26 24 27 22 21 28 21
14,0,32 38 26 24 27 22 21 28 21 22
17,0,38 26 24 27 22 21 28 21 22 14
19,0,26 24 27 22 21 28 21 22 14 17
29,0,24 27 22 21 28 21 22 14 17 19
20,0,27 22 21 28 21 22 14 17 19 29
28,0,22 21 28 21 22 14 17 19 29 20
25,0,21 28 21 22 14 17 19 29 20 28
19,0,28 21 22 14 17 19 29 20 28 25
21,0,21 22 14 17 19 29 20 28 25 19
25,0,22 14 17 19 29 20 28 25 19 21
36,0,14 17 19 29 20 28 25 19 21 25
19,0,17 19 29 20 28 25 19 21 25 36
34,0,19 29 20 28 25 19 21 25 36 19
50,0,29 20 28 25 19 21 25 36 19 34
39,0,20 28 25 19 21 25 36 19 34 50
47,0,28 25 19 21 25 36 19 34 50 39
55,0,25 19 21 25 36 19 34 50 39 47
42,0,19 21 25 36 19 34 50 39 47 55
37,0,21 25 36 19 34 50 39 47 55 42
47,0,25 36 19 34 50 39 47 55 42 37
48,0,36 19 34 50 39 47 55 42 37 47
37,0,19 34 50 39 47 55 42 37 47 48
26,0,34 50 39 47 55 42 37 47 48 37
40,0,50 39 47 55 42 37 47 48 37 26
39,0,39 47 55 42 37 47 48 37 26 40
45,0,47 55 42 37 47 48 37 26 40 39
50,0,55 42 37 47 48 37 26 40 39 45
56,0,42 37 47 48 37 26 40 39 45 50
39,0,37 47 48 37 26 40 39 45 50 56
29,0,47 48 37 26 40 39 45 50 56 39
34,0,48 37 26 40 39 45 50 56 39 29
12,0,37 26 40 39 45 50 56 39 29 34
37,0,26 40 39 45 50 56 39 29 34 12
30,0,40 39 45 50 56 39 29 34 12 37
28,0,39 45 50 56 39 29 34 12 37 30
30,0,45 50 56 39 29 34 12 37 30 28
34,0,50 56 39 29 34 12 37 30 28 30
31,0,56 39 29 34 12 37 30 28 30 34
45,0,39 29 34 12 37 30 28 30 34 31
26,0,29 34 12 37 30 28 30 34 31 45
36,0,34 12 37 30 28 30 34 31 45 26
49,0,12 37 30 28 30 34 31 45 26 36
58,0,37 30 28 30 34 31 45 26 36 49
48,0,30 28 30 34 31 45 26 36 49 58
41,0,28 30 34 31 45 26 36 49 58 48
62,0,30 34 31 45 26 36 49 58 48 41
44,0,34 31 45 26 36 49 58 48 41 62
46,0,31 45 26 36 49 58 48 41 62 44
48,0,45 26 36 49 58 48 41 62 44 46
39,0,26 36 49 58 48 41 62 44 46 48
43,0,36 49 58 48 41 62 44 46 48 39
40,0,49 58 48 41 62 44 46 48 39 43
49,0,58 48 41 62 44 46 48 39 43 40
60,0,48 41 62 44 46 48 39 43 40 49
56,0,41 62 44 46 48 39 43 40 49 60
49,0,62 44 46 48 39 43 40 49 60 56
50,0,44 46 48 39 43 40 49 60 56 49
70,0,46 48 39 43 40 49 60 56 49 50
58,0,48 39 43 40 49 60 56 49 50 70
62,0,39 43 40 49 60 56 49 50 70 58
69,0,43 40 49 60 56 49 50 70 58 62
50,0,40 49 60 56 49 50 70 58 62 69
49,0,49 60 56 49 50 70 58 62 69 50
69,0,60 56 49 50 70 58 62 69 50 49
58,0,56 49 50 70 58 62 69 50 49 69
45,0,49 50 70 58 62 69 50 49 69 58
66,0,50 70 58 62 69 50 49 69 58 45
57,0,70 58 62 69 50 49 69 58 45 66
49,0,58 62 69 50 49 69 58 45 66 57
44,0,62 69 50 49 69 58 45 66 57 49
52,0,69 50 49 69 58 45 66 57 49 44
46,0,50 49 69 58 45 66 57 49 44 52
61,0,49 69 58 45 66 57 49 44 52 46
68,0,69 58 45 66 57 49 44 52 46 61
49,0,58 45 66 57 49 44 52 46 61 68
66,0,45 66 57 49 44 52 46 61 68 49
96,0,66 57 49 44 52 46 61 68 49 66
72,0,57 49 44 52 46 61 68 49 66 96
81,0,49 44 52 46 61 68 49 66 96 72
64,0,44 52 46 61 68 49 66 96 72 81
65,0,52 46 61 68 49 66 96 72 81 64
86,0,46 61 68 49 66 96 72 81 64 65
79,0,61 68 49 66 96 72 81 64 65 86
64,0,68 49 66 96 72 81 64 65 86 79
54,0,49 66 96 72 81 64 65 86 79 64
136,0,66 96 72 81 64 65 86 79 64 54
147,0,96 72 81 64 65 86 79 64 54 136
133,0,72 81 64 65 86 79 64 54 136 147
83,0,81 64 65 86 79 64 54 136 147 133
117,0,64 65 86 79 64 54 136 147 133 83
91,0,65 86 79 64 54 136 147 133 83 117
74,0,86 79 64 54 136 147 133 83 117 91
63,0,79 64 54 136 147 133 83 117 91 74
73,0,64 54 136 147 133 83 117 91 74 63
79,0,54 136 147 133 83 117 91 74 63 73
57,0,136 147 133 83 117 91 74 63 73 79
93,0,147 133 83 117 91 74 63 73 79 57
65,0,133 83 117 91 74 63 73 79 57 93
52,0,83 117 91 74 63 73 79 57 93 65
59,0,117 91 74 63 73 79 57 93 65 52
62,0,91 74 63 73 79 57 93 65 52 59
50,0,74 63 73 79 57 93 65 52 59 62
52,0,63 73 79 57 93 65 52 59 62 50
54,0,73 79 57 93 65 52 59 62 50 52
54,0,79 57 93 65 52 59 62 50 52 54
61,0,57 93 65 52 59 62 50 52 54 54
82,0,93 65 52 59 62 50 52 54 54 61
53,0,65 52 59 62 50 52 54 54 61 82
82,0,52 59 62 50 52 54 54 61 82 53
81,0,59 62 50 52 54 54 61 82 53 82
80,0,62 50 52 54 54 61 82 53 82 81
50,0,50 52 54 54 61 82 53 82 81 80
63,0,52 54 54 61 82 53 82 81 80 50
48,0,54 54 61 82 53 82 81 80 50 63
53,0,54 61 82 53 82 81 80 50 63 48
73,0,61 82 53 82 81 80 50 63 48 53
92,0,82 53 82 81 80 50 63 48 53 73
58,0,53 82 81 80 50 63 48 53 73 92
65,0,82 81 80 50 63 48 53 73 92 58
67,0,81 80 50 63 48 53 73 92 58 65
75,0,80 50 63 48 53 73 92 58 65 67
59,0,50 63 48 53 73 92 58 65 67 75
45,0,63 48 53 73 92 58 65 67 75 59
34,0,48 53 73 92 58 65 67 75 59 45
49,0,53 73 92 58 65 67 75 59 45 34
51,0,73 92 58 65 67 75 59 45 34 49
51,0,92 58 65 67 75 59 45 34 49 51
73,0,58 65 67 75 59 45 34 49 51 51
58,0,65 67 75 59 45 34 49 51 51 73
63,0,67 75 59 45 34 49 51 51 73 58
58,0,75 59 45 34 49 51 51 73 58 63
51,0,59 45 34 49 51 51 73 58 63 58
39,0,45 34 49 51 51 73 58 63 58 51
46,0,34 49 51 51 73 58 63 58 51 39
64,0,49 51 51 73 58 63 58 51 39 46
85,0,51 51 73 58 63 58 51 39 46 64
68,0,51 73 58 63 58 51 39 46 64 85
56,0,73 58 63 58 51 39 46 64 85 68
83,0,58 63 58 51 39 46 64 85 68 56
85,0,63 58 51 39 46 64 85 68 56 83
67,0,58 51 39 46 64 85 68 56 83 85
46,0,51 39 46 64 85 68 56 83 85 67
55,0,39 46 64 85 68 56 83 85 67 46
71,0,46 64 85 68 56 83 85 67 46 55
65,0,64 85 68 56 83 85 67 46 55 71
50,0,85 68 56 83 85 67 46 55 71 65
37,0,68 56 83 85 67 46 55 71 65 50
53,0,56 83 85 67 46 55 71 65 50 37
61,0,83 85 67 46 55 71 65 50 37 53
61,0,85 67 46 55 71 65 50 37 53 61
51,0,67 46 55 71 65 50 37 53 61 61
78,0,46 55 71 65 50 37 53 61 61 51
60,0,55 71 65 50 37 53 61 61 51 78
73,0,71 65 50 37 53 61 61 51 78 60
66,0,65 50 37 53 61 61 51 78 60 73
64,0,50 37 53 61 61 51 78 60 73 66
70,0,37 53 61 61 51 78 60 73 66 64
50,0,53 61 61 51 78 60 73 66 64 70
58,0,61 61 51 78 60 73 66 64 70 50
54,0,61 51 78 60 73 66 64 70 50 58
53,0,51 78 60 73 66 64 70 50 58 54
56,0,78 60 73 66 64 70 50 58 54 53
64,0,60 73 66 64 70 50 58 54 53 56
65,0,73 66 64 70 50 58 54 53 56 64
46,0,66 64 70 50 58 54 53 56 64 65
69,0,64 70 50 58 54 53 56 64 65 46
68,0,70 50 58 54 53 56 64 65 46 69
72,0,50 58 54 53 56 64 65 46 69 68
65,0,58 54 53 56 64 65 46 69 68 72
74,0,54 53 56 64 65 46 69 68 72 65
58,0,53 56 64 65 46 69 68 72 65 74
62,0,56 64 65 46 69 68 72 65 74 58
41,0,64 65 46 69 68 72 65 74 58 62
39,0,65 46 69 68 72 65 74 58 62 41
57,0,46 69 68 72 65 74 58 62 41 39
41,0,69 68 72 65 74 58 62 41 39 57
35,0,68 72 65 74 58 62 41 39 57 41
48,0,72 65 74 58 62 41 39 57 41 35
41,0,65 74 58 62 41 39 57 41 35 48
40,0,74 58 62 41 39 57 41 35 48 41
50,0,58 62 41 39 57 41 35 48 41 40
